document_id,project_id,administrative_sanction,technical_sanction,dpr,work_order,measurement_book,utilization_certificate,completion_certificate,geo_tagged_photos,photo_count,required_document_count,available_document_count,missing_document_ratio
DOC-000038,MPLADS-000038,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000039,MPLADS-000039,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000040,MPLADS-000040,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000041,MPLADS-000041,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000042,MPLADS-000042,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000043,MPLADS-000043,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000044,MPLADS-000044,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000045,MPLADS-000045,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000046,MPLADS-000046,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000047,MPLADS-000047,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000048,MPLADS-000048,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000049,MPLADS-000049,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000050,MPLADS-000050,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000051,MPLADS-000051,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000052,MPLADS-000052,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000053,MPLADS-000053,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000054,MPLADS-000054,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000055,MPLADS-000055,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000056,MPLADS-000056,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000057,MPLADS-000057,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000058,MPLADS-000058,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000059,MPLADS-000059,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000060,MPLADS-000060,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000061,MPLADS-000061,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000062,MPLADS-000062,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000063,MPLADS-000063,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000064,MPLADS-000064,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000065,MPLADS-000065,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000066,MPLADS-000066,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000067,MPLADS-000067,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000068,MPLADS-000068,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000069,MPLADS-000069,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000070,MPLADS-000070,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000071,MPLADS-000071,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000072,MPLADS-000072,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000073,MPLADS-000073,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000074,MPLADS-000074,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000075,MPLADS-000075,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000076,MPLADS-000076,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000077,MPLADS-000077,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000078,MPLADS-000078,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000079,MPLADS-000079,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000080,MPLADS-000080,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000081,MPLADS-000081,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000082,MPLADS-000082,True,True,True,True,False,True,True,True,3,5,4,0.2
DOC-000083,MPLADS-000083,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000084,MPLADS-000084,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000085,MPLADS-000085,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000086,MPLADS-000086,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000087,MPLADS-000087,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000088,MPLADS-000088,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000089,MPLADS-000089,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000090,MPLADS-000090,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000091,MPLADS-000091,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000092,MPLADS-000092,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000093,MPLADS-000093,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000094,MPLADS-000094,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000095,MPLADS-000095,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000096,MPLADS-000096,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000097,MPLADS-000097,True,True,True,True,False,True,True,True,7,5,4,0.2
DOC-000098,MPLADS-000098,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000099,MPLADS-000099,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000100,MPLADS-000100,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000101,MPLADS-000101,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000102,MPLADS-000102,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000103,MPLADS-000103,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000104,MPLADS-000104,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000105,MPLADS-000105,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000106,MPLADS-000106,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000107,MPLADS-000107,True,True,True,True,False,True,True,True,7,5,4,0.2
DOC-000108,MPLADS-000108,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000109,MPLADS-000109,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000110,MPLADS-000110,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000111,MPLADS-000111,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000112,MPLADS-000112,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000113,MPLADS-000113,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000114,MPLADS-000114,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000115,MPLADS-000115,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000116,MPLADS-000116,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000117,MPLADS-000117,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000118,MPLADS-000118,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000119,MPLADS-000119,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000120,MPLADS-000120,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000121,MPLADS-000121,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000122,MPLADS-000122,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000123,MPLADS-000123,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000124,MPLADS-000124,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000125,MPLADS-000125,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000126,MPLADS-000126,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000127,MPLADS-000127,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000128,MPLADS-000128,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000129,MPLADS-000129,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000130,MPLADS-000130,True,True,True,True,False,True,True,True,6,5,4,0.2
DOC-000131,MPLADS-000131,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000132,MPLADS-000132,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000133,MPLADS-000133,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000134,MPLADS-000134,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000135,MPLADS-000135,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000136,MPLADS-000136,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000137,MPLADS-000137,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000138,MPLADS-000138,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000139,MPLADS-000139,True,True,True,True,False,True,False,False,0,5,4,0.2
DOC-000140,MPLADS-000140,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000141,MPLADS-000141,True,True,True,True,False,True,True,True,6,5,4,0.2
DOC-000142,MPLADS-000142,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000143,MPLADS-000143,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000144,MPLADS-000144,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000145,MPLADS-000145,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000146,MPLADS-000146,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000147,MPLADS-000147,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000148,MPLADS-000148,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000149,MPLADS-000149,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000150,MPLADS-000150,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000151,MPLADS-000151,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000152,MPLADS-000152,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000153,MPLADS-000153,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000154,MPLADS-000154,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000155,MPLADS-000155,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000156,MPLADS-000156,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000157,MPLADS-000157,True,True,True,True,False,True,True,True,5,5,4,0.2
DOC-000158,MPLADS-000158,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000159,MPLADS-000159,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000160,MPLADS-000160,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000161,MPLADS-000161,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000162,MPLADS-000162,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000163,MPLADS-000163,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000164,MPLADS-000164,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000165,MPLADS-000165,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000166,MPLADS-000166,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000167,MPLADS-000167,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000168,MPLADS-000168,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000169,MPLADS-000169,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000170,MPLADS-000170,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000171,MPLADS-000171,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000172,MPLADS-000172,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000173,MPLADS-000173,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000174,MPLADS-000174,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000175,MPLADS-000175,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000176,MPLADS-000176,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000177,MPLADS-000177,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000178,MPLADS-000178,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000179,MPLADS-000179,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000180,MPLADS-000180,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000181,MPLADS-000181,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000182,MPLADS-000182,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000183,MPLADS-000183,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000184,MPLADS-000184,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000185,MPLADS-000185,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000186,MPLADS-000186,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000187,MPLADS-000187,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000188,MPLADS-000188,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000189,MPLADS-000189,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000190,MPLADS-000190,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000191,MPLADS-000191,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000192,MPLADS-000192,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000193,MPLADS-000193,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000194,MPLADS-000194,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000195,MPLADS-000195,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000196,MPLADS-000196,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000197,MPLADS-000197,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000198,MPLADS-000198,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000199,MPLADS-000199,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000200,MPLADS-000200,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000201,MPLADS-000201,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000202,MPLADS-000202,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000203,MPLADS-000203,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000204,MPLADS-000204,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000205,MPLADS-000205,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000206,MPLADS-000206,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000207,MPLADS-000207,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000208,MPLADS-000208,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000209,MPLADS-000209,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000210,MPLADS-000210,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000211,MPLADS-000211,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000212,MPLADS-000212,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000213,MPLADS-000213,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000214,MPLADS-000214,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000215,MPLADS-000215,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000216,MPLADS-000216,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000217,MPLADS-000217,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000218,MPLADS-000218,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000219,MPLADS-000219,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000220,MPLADS-000220,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000221,MPLADS-000221,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000222,MPLADS-000222,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000223,MPLADS-000223,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000224,MPLADS-000224,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000225,MPLADS-000225,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000226,MPLADS-000226,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000227,MPLADS-000227,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000228,MPLADS-000228,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000229,MPLADS-000229,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000230,MPLADS-000230,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000231,MPLADS-000231,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000232,MPLADS-000232,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000233,MPLADS-000233,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000234,MPLADS-000234,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000235,MPLADS-000235,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000236,MPLADS-000236,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000237,MPLADS-000237,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000238,MPLADS-000238,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000239,MPLADS-000239,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000240,MPLADS-000240,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000241,MPLADS-000241,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000242,MPLADS-000242,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000243,MPLADS-000243,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000244,MPLADS-000244,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000245,MPLADS-000245,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000246,MPLADS-000246,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000247,MPLADS-000247,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000248,MPLADS-000248,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000249,MPLADS-000249,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000250,MPLADS-000250,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000251,MPLADS-000251,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000252,MPLADS-000252,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000253,MPLADS-000253,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000254,MPLADS-000254,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000255,MPLADS-000255,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000256,MPLADS-000256,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000257,MPLADS-000257,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000258,MPLADS-000258,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000259,MPLADS-000259,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000260,MPLADS-000260,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000261,MPLADS-000261,True,True,True,True,False,True,False,False,0,5,4,0.2
DOC-000262,MPLADS-000262,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000263,MPLADS-000263,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000264,MPLADS-000264,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000265,MPLADS-000265,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000266,MPLADS-000266,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000267,MPLADS-000267,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000268,MPLADS-000268,True,True,True,True,False,False,False,False,0,5,3,0.4
DOC-000269,MPLADS-000269,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000270,MPLADS-000270,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000271,MPLADS-000271,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000272,MPLADS-000272,True,True,True,True,False,True,True,True,4,5,4,0.2
DOC-000273,MPLADS-000273,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000274,MPLADS-000274,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000275,MPLADS-000275,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000276,MPLADS-000276,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000277,MPLADS-000277,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000278,MPLADS-000278,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000279,MPLADS-000279,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000280,MPLADS-000280,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000281,MPLADS-000281,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000282,MPLADS-000282,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000283,MPLADS-000283,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000284,MPLADS-000284,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000285,MPLADS-000285,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000286,MPLADS-000286,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000287,MPLADS-000287,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000288,MPLADS-000288,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000289,MPLADS-000289,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000290,MPLADS-000290,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000291,MPLADS-000291,True,True,True,True,False,True,True,True,5,5,4,0.2
DOC-000292,MPLADS-000292,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000293,MPLADS-000293,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000294,MPLADS-000294,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000295,MPLADS-000295,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000296,MPLADS-000296,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000297,MPLADS-000297,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000298,MPLADS-000298,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000299,MPLADS-000299,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000300,MPLADS-000300,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000301,MPLADS-000301,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000302,MPLADS-000302,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000303,MPLADS-000303,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000304,MPLADS-000304,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000305,MPLADS-000305,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000306,MPLADS-000306,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000307,MPLADS-000307,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000308,MPLADS-000308,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000309,MPLADS-000309,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000310,MPLADS-000310,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000311,MPLADS-000311,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000312,MPLADS-000312,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000313,MPLADS-000313,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000314,MPLADS-000314,True,True,True,True,False,True,False,False,0,5,4,0.2
DOC-000315,MPLADS-000315,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000316,MPLADS-000316,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000317,MPLADS-000317,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000318,MPLADS-000318,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000319,MPLADS-000319,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000320,MPLADS-000320,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000321,MPLADS-000321,True,True,True,True,False,True,True,True,5,5,4,0.2
DOC-000322,MPLADS-000322,True,True,True,True,True,True,True,True,3,5,5,0.0
DOC-000323,MPLADS-000323,True,True,True,True,True,True,True,True,4,5,5,0.0
DOC-000324,MPLADS-000324,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000325,MPLADS-000325,True,True,True,True,True,True,True,True,5,5,5,0.0
DOC-000326,MPLADS-000326,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000327,MPLADS-000327,True,True,True,True,True,True,True,True,6,5,5,0.0
DOC-000328,MPLADS-000328,True,True,True,True,True,True,True,True,7,5,5,0.0
DOC-000329,MPLADS-000329,True,True,True,True,True,True,True,True,5,5,5,0.0
