project_id,sanction_amount,released_amount,expenditure_amount,estimated_cost,unspent_amount,cost_to_sanction_ratio,sanction_to_estimate_ratio,release_to_sanction_ratio,expenditure_to_release_ratio,expenditure_to_sanction_ratio,balance_to_sanction_ratio,balance_to_release_ratio,cost_overrun_amount,cost_overrun_percentage,revised_estimate_ratio,tender_to_estimate_ratio,actual_to_tender_ratio,payment_to_work_order_ratio,payment_to_completion_ratio,payment_before_progress_ratio,payment_concentration_index,largest_payment_percentage,largest_payment_amount,payment_count,payment_velocity,sor_deviation_ratio,peer_cost_deviation_zscore,utilization_ratio,monthly_spending_variance,monthly_spending_zscore,quarterly_spending_zscore,round_amount_flag,repeated_amount_flag,rapid_payment_sequence_flag,planned_duration_days,actual_duration_days,delay_days,delay_ratio,extension_count,days_from_sanction_to_work_order,days_from_work_order_to_first_payment,days_from_work_order_to_first_progress,days_between_payments,payment_frequency,payment_acceleration,progress_acceleration,progress_deceleration,time_since_last_payment,time_since_last_inspection,time_since_last_progress_update,status_change_frequency,status_reversal_count,extension_frequency,extension_duration_total,project_velocity,financial_velocity,physical_velocity,velocity_mismatch,financial_physical_gap,physical_progress,financial_progress,contractor_total_projects,contractor_completed_projects,contractor_delayed_projects,contractor_abandoned_projects,contractor_total_value,contractor_average_project_value,contractor_max_project_value,contractor_win_rate,contractor_repeat_winner_rate,contractor_single_bid_win_rate,contractor_competitor_count,contractor_avg_delay,contractor_avg_cost_overrun,contractor_avg_payment_velocity,contractor_irregularity_score,contractor_state_count,contractor_district_count,contractor_constituency_count,contractor_project_concentration,contractor_client_concentration,contractor_agency_count,contractor_agency_repeat_rate,contractor_agency_win_rate,contractor_district_repeat_rate,contractor_constituency_repeat_rate,contractor_pair_frequency,agency_contractor_network_density,contractor_market_share,contractor_capacity_strain,contractor_past_irregularity_rate,bid_count,single_bid_flag,lowest_bid_deviation,second_lowest_bid_deviation,winning_vs_second_bid_ratio,bid_spread,bid_variance,bid_stddev,bidder_concentration,bidder_repeat_participation,new_bidder_flag,new_contractor_flag,incumbent_winner_flag,same_contractor_previous_tender_flag,tender_competition_score,procurement_risk_score,tender_extension_count,tender_cancellation_count,tender_reissue_count,winning_bid_deviation,bidder_price_similarity,tender_duration_days,retender_count,repeat_winner_rate,project_density_1km,project_density_5km,project_density_10km,same_location_project_count,same_coordinates_project_count,same_contractor_nearby_projects,same_agency_nearby_projects,nearest_project_distance,average_neighbor_distance,district_project_density,constituency_project_density,contractor_locality_ratio,contractor_outside_district_ratio,infrastructure_gap_score,geo_cluster_density,contractor_district_distance_km,is_high_density_cluster,geo_distance_mismatch_km,district_population,population_density,literacy_rate,poverty_rate,document_completeness_score,document_consistency_score,sanction_document_present,technical_sanction_present,dpr_present,estimate_present,revised_estimate_present,tender_document_present,bid_document_present,work_order_present,invoice_present,payment_voucher_present,measurement_book_present,utilization_certificate_present,completion_certificate_present,inspection_report_present,site_verification_present,photo_count,geotag_photo_count,unique_photo_hash_count,document_date_consistency,document_sequence_consistency,missing_date_count,missing_document_ratio,required_document_count,available_document_count,missing_mb_flag,missing_uc_flag,missing_completion_cert_flag,missing_geotag_flag,eligibility_violation_count,procurement_violation_count,documentation_violation_count,financial_violation_count,timeline_violation_count,payment_violation_count,completion_violation_count,total_rule_violation_count,critical_rule_violation_count,rule_risk_score,fraud_label,risk_level,anomaly_type,investigation_priority,financial_anomaly,procurement_anomaly,contractor_anomaly,geographic_anomaly,timeline_anomaly,progress_anomaly,documentation_anomaly,cost_anomaly
MPLADS-000847,2882267.16,3509881.054650287,3542770.62,2805951.91,0.0,1.2291610816535132,1.0271976329059753,1.2177500765231932,1.00937056408397,1.2291610816535132,0.0,0.0,660503.46,22.916108165351332,1.2291610816535132,1.0271976329059753,1.2291610816535132,1.2291610816535132,1.0,0.0,0.3333333333333333,33.33333333333333,1180923.54,3,1180923.54,0.262591353534637,1.1969857282080392,1.2292,0.0,0.3556416490618767,0.426769978874252,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.00821917808219178,9706.220876712328,0.13315068493150686,0.20356164383561648,30.0,45.0,20.0,2.0,0.0,0,0,0.13315068493150686,0.3367123287671233,0.13315068493150686,0.20356164383561645,74.30000000000001,48.6,122.9,14.0,11.0,2.0,0.0,23058137.28,3170493.8760000006,7205667.9,0.35,0.28,0.0,3,42.0,0.08,1180923.54,0.0435,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.171,0.0435,4,0,0.0062,0.0462,0.96,0.08,0.002,0.045,0.25,0.45,0,0,1,1,0.6666666666666666,0.2,0,0,0,0.0062,0.25,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,11.732000000000001,10.558800000000002,0.85,0.15,0.508,0.45,12.5,0,0.0,1130257,1173.2,72.2,8.0,1.0,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,1,HIGH,COST,HIGH,1,0,0,0,0,1,0,0
MPLADS-000848,959756.97,1325383.7664803425,1337803.36,926666.52,0.0,1.3938980406675245,1.0357091243568397,1.3809576881534318,1.00937056408397,1.3938980406675245,0.0,0.0,378046.39000000013,39.389804066752454,1.3938980406675245,1.0357091243568397,1.3938980406675245,1.3938980302482202,0.9999999925250599,0.0,0.3333333333333333,33.33333333333333,445934.45,3,445934.45,0.4436729191424765,-0.13745265749746904,1.3939,0.0,-0.3477260286714637,-0.4172712344057564,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.00821917808219178,3665.2146575342467,0.17643835616438358,0.2054794520547945,30.0,45.0,20.0,2.0,0.0,0,0,0.17643835616438358,0.3819178082191781,0.17643835616438358,0.2054794520547945,75.0,64.4,139.4,14.0,11.0,2.0,0.0,7678055.76,1055732.6670000001,2399392.425,0.35,0.28,0.0,2,42.0,0.08,445934.45,0.0,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.14,0.0,3,0,-0.0023,0.0377,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,-0.0023,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,11.190999999999999,10.0719,0.85,0.15,0.153,0.45,12.5,0,0.0,1585130,1119.1,64.0,33.2,1.0,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,1,0,1,0,2,1,50.0,1,HIGH,COST,HIGH,1,0,0,0,0,1,0,1
MPLADS-000849,647395.01,603193.0607690575,608845.32,647861.58,38549.69000000006,0.9404541440626797,0.9992798307317438,0.9317233705107759,1.00937056408397,0.9404541440626797,0.05954585593732034,0.06390937248324786,0.0,0.0,1.0,0.9992798307317438,0.9404541440626797,0.9404541440626797,1.0,0.0,1.0,100.0,608845.32,1,608845.32,-0.06022314211007853,-0.5786154846247306,0.9405,0.0,-0.19182406785539488,-0.23018888142647384,0,0,0,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.0027397260273972603,1668.0693698630137,0.11041095890410958,0.0093150684931507,30.0,45.0,20.0,2.0,0.0,0,0,0.11041095890410958,0.11972602739726028,0.11041095890410958,0.009315068493150697,3.4000000000000057,40.3,43.7,14.0,11.0,2.0,0.0,5179160.08,712134.511,1618487.525,0.35,0.28,0.0,2,42.0,0.08,608845.32,0.0521,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.335,0.0521,3,0,0.074,0.11399999999999999,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,0.074,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,6.683,6.0147,0.85,0.15,0.369,0.45,12.5,0,0.0,1056996,668.3,70.7,33.3,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000850,680694.77,552800.4182550951,557980.47,677763.11,122714.30000000005,0.819721987874242,1.0043254936079362,0.8121120399604291,1.00937056408397,0.819721987874242,0.18027801212575797,0.2219866265429856,0.0,0.0,1.0,1.0043254936079362,0.819721987874242,0.819721987874242,1.0,0.0,0.3333333333333333,33.33333333333333,185993.49,3,185993.49,-0.1767323099069231,-0.6093987119109048,0.8197,0.0,-0.596483557008347,-0.7157802684100164,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.00821917808219178,1528.713616438356,0.18493150684931506,0.0,30.0,45.0,20.0,2.0,0.0,0,0,0.18493150684931506,0.17671232876712328,0.18493150684931506,0.008219178082191775,-3.0,67.5,64.5,14.0,11.0,2.0,0.0,5445558.16,748764.2470000001,1701736.925,0.35,0.28,0.0,2,42.0,0.08,185993.49,0.0106,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.248,0.0106,3,0,0.0792,0.1192,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,0.0792,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,7.64,6.8759999999999994,0.85,0.15,0.825,0.45,12.5,0,0.0,1261909,764.0,91.1,19.3,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000851,980787.82,795701.4783058256,803157.65,978141.23,177630.16999999993,0.8188903181933888,1.0027057340175711,0.8112880911447551,1.00937056408397,0.8188903181933888,0.18110968180661127,0.22323719993357644,0.0,0.0,1.0,1.0027057340175711,0.8188903181933888,0.8188903181933888,1.0,0.0,1.0,100.0,803157.65,1,803157.65,-0.1788939824160157,-0.46101834988637796,0.8189,0.0,-0.0058716310552043675,-0.0070459572662452405,0,0,0,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.0027397260273972603,2200.431917808219,0.16219178082191782,0.0,30.0,45.0,20.0,2.0,0.0,0,0,0.16219178082191782,0.1578082191780822,0.16219178082191782,0.004383561643835632,-1.6000000000000014,59.2,57.6,14.0,11.0,2.0,0.0,7846302.56,1078866.602,2451969.55,0.35,0.28,0.0,2,42.0,0.08,803157.65,0.0168,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.235,0.0168,3,0,-0.013,0.027000000000000003,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,-0.013,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,10.225,9.2025,0.85,0.15,0.267,0.45,12.5,0,0.0,433909,1022.5,84.5,8.1,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000852,792801.58,652133.2238347703,658244.08,826850.83,134557.5,0.8302759436982958,0.958820565010499,0.8225680173780309,1.00937056408397,0.8302759436982958,0.16972405630170415,0.20633437322630963,0.0,0.0,1.0,0.958820565010499,0.8302759436982958,0.8302759436982958,1.0,0.0,1.0,100.0,658244.08,1,658244.08,-0.20391435054857476,-0.5487195298202797,0.8303,0.0,-0.1445505891373548,-0.17346070696482577,0,0,0,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.0027397260273972603,1803.4084383561642,0.2586301369863014,0.0,30.0,45.0,20.0,2.0,0.0,0,0,0.2586301369863014,0.2515068493150685,0.2586301369863014,0.007123287671232881,-2.6000000000000085,94.4,91.8,14.0,11.0,2.0,0.0,6342412.64,872081.738,1982003.95,0.35,0.28,0.0,2,42.0,0.08,658244.08,0.0252,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.378,0.0252,3,0,0.0727,0.1127,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,0.0727,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,14.559000000000001,13.103100000000001,0.85,0.15,0.642,0.45,12.5,0,0.0,1373483,1455.9,86.4,36.5,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000853,1169766.6,903567.1659671337,912034.1,1121008.84,257732.50000000012,0.7796718593264673,1.0434945365818882,0.7724337196558131,1.00937056408397,0.7796718593264673,0.22032814067353274,0.28523889502352157,0.0,0.0,1.0,1.0434945365818882,0.7796718593264673,0.7796718593264673,1.0,0.0,1.0,100.0,912034.1,1,912034.1,-0.18641667446618895,-0.39512670749557605,0.7797,0.0,0.09832063089571808,0.11798475707486168,0,0,0,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.0027397260273972603,2498.7235616438356,0.20082191780821917,0.010410958904109582,30.0,45.0,20.0,2.0,0.0,0,0,0.20082191780821917,0.21123287671232877,0.20082191780821917,0.01041095890410959,3.799999999999997,73.3,77.1,14.0,11.0,2.0,0.0,9358132.8,1286743.2600000002,2924416.5,0.35,0.28,0.0,4,42.0,0.08,912034.1,0.0006,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.402,0.0006,5,0,0.0156,0.0556,0.96,0.08,0.002,0.045,0.2,0.45,0,0,1,1,0.8333333333333334,0.2,0,0,0,0.0156,0.2,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,2.6260000000000003,2.3634000000000004,0.85,0.15,0.5,0.45,12.5,0,0.0,1998456,262.6,73.5,36.7,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000854,836530.15,523735.84965770994,528643.55,841971.08,307886.6,0.6319479937453539,0.9935378659324025,0.626081259184394,1.00937056408397,0.6319479937453539,0.368052006254646,0.5878661928550828,0.0,0.0,1.0,0.9935378659324025,0.6319479937453539,0.6319480056994957,1.0000000189163378,0.0,0.25,25.0,132160.89,4,132160.89,-0.37213573891397783,-0.6271533121158853,0.6319,0.0,-0.648000118768941,-0.7776001425227292,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.010958904109589041,1448.3385205479453,0.1789041095890411,0.0071232876712329,30.0,45.0,20.0,2.0,0.0,0,0,0.1789041095890411,0.18602739726027398,0.1789041095890411,0.007123287671232881,2.6000000000000085,65.3,67.9,14.0,11.0,2.0,0.0,6692241.2,920183.1650000002,2091325.375,0.35,0.28,0.0,3,42.0,0.08,132160.89,0.0274,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.416,0.0274,4,0,0.0179,0.0579,0.96,0.08,0.002,0.045,0.25,0.45,0,0,1,1,0.6666666666666666,0.2,0,0,0,0.0179,0.25,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,4.715,4.2435,0.85,0.15,0.187,0.45,12.5,0,0.0,2681648,471.5,73.8,19.1,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000855,1342381.74,1024224.74637768,1033822.31,1369158.7,308559.42999999993,0.7701403253593125,0.9804427638665992,0.7629906723684129,1.00937056408397,0.7701403253593125,0.2298596746406875,0.30126144783287584,0.0,0.0,1.0,0.9804427638665992,0.7701403253593125,0.7701403328087583,1.000000009672842,0.0,0.25,25.0,258455.58,4,258455.58,-0.2449214908395936,-0.3214209136279775,0.7701,0.0,-0.5271390012041183,-0.6325668014449419,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.010958904109589041,2832.3899178082193,0.14191780821917807,0.00849315068493151,30.0,45.0,20.0,2.0,0.0,0,0,0.14191780821917807,0.15041095890410958,0.14191780821917807,0.008493150684931505,3.1000000000000014,51.8,54.9,14.0,11.0,2.0,0.0,10739053.92,1476619.914,3355954.35,0.35,0.28,0.0,4,42.0,0.08,258455.58,0.0251,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.396,0.0251,5,0,0.0616,0.1016,0.96,0.08,0.002,0.045,0.2,0.45,0,0,1,1,0.8333333333333334,0.2,0,0,0,0.0616,0.2,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,4.756,4.2804,0.85,0.15,0.766,0.45,12.5,0,0.0,1729550,475.6,83.0,22.2,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000856,2472104.33,2010768.7228247283,2029610.76,2587680.23,442493.57000000007,0.8210053011799869,0.9553360965315255,0.8133834395349845,1.00937056408397,0.8210053011799869,0.178994698820013,0.220061892239096,0.0,0.0,1.0,0.9553360965315255,0.8210053011799869,0.8210053011799869,1.0,0.0,0.5,50.0,1014805.38,2,1014805.38,-0.21566400033902178,0.2812267337217569,0.821,0.0,0.19667038538157433,0.2360044624578892,0,0,0,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.005479452054794521,5560.577424657535,0.26465753424657534,0.0,30.0,45.0,20.0,2.0,0.0,0,0,0.26465753424657534,0.22493150684931507,0.26465753424657534,0.03972602739726028,-14.5,96.6,82.1,14.0,11.0,2.0,0.0,19776834.64,2719314.7630000003,6180260.825,0.35,0.28,0.0,2,42.0,0.08,1014805.38,0.0813,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.103,0.0813,3,0,-0.0054,0.0346,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,-0.0054,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,9.901,8.9109,0.85,0.15,0.606,0.45,12.5,0,0.0,1706981,990.1,71.4,12.1,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,HIGH,SUSPICIOUS_CONTRACTOR,HIGH,0,0,0,0,0,0,0,0
MPLADS-000857,703750.94,489225.8379341045,493810.16,718879.7,209940.77999999997,0.7016831267038877,0.9789550880348965,0.6951690010305415,1.00937056408397,0.7016831267038877,0.2983168732961124,0.4291285613338305,0.0,0.0,1.0,0.9789550880348965,0.7016831267038877,0.7016831267038877,1.0,0.0,0.5,50.0,246905.08,2,246905.08,-0.31308373292499425,-0.6482343565211662,0.7017,0.0,-0.5381925644096061,-0.6458310772915272,0,0,0,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.005479452054794521,1352.9045479452054,0.18328767123287673,0.00904109589041095,30.0,45.0,20.0,2.0,0.0,0,0,0.18328767123287673,0.19232876712328767,0.18328767123287673,0.009041095890410938,3.299999999999997,66.9,70.2,14.0,11.0,2.0,0.0,5630007.52,774126.034,1759377.3499999999,0.35,0.28,0.4,0,42.0,0.08,246905.08,0.0933,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.208,0.0933,1,1,0.0125,0.052500000000000005,0.96,0.08,0.002,0.045,1.0,0.45,0,0,1,1,0.16666666666666666,0.85,0,0,0,0.0125,1.0,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,11.272,10.1448,0.85,0.15,0.351,0.45,12.5,0,0.0,810408,1127.2,68.4,34.7,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,25.0,1,HIGH,PROCUREMENT,HIGH,0,1,0,0,0,0,0,0
MPLADS-000858,931444.41,700460.6089753002,707024.32,916298.08,224420.09000000008,0.7590622826326264,1.0165299156798409,0.7520154734465583,1.00937056408397,0.7590622826326264,0.24093771736737363,0.3203893082985822,0.0,0.0,1.0,1.0165299156798409,0.7590622826326264,0.7590622718966126,0.999999985856215,0.0,0.33333333333333337,33.333333333333336,235674.77,3,235674.77,-0.22839048183970878,-0.5191979011318214,0.7591,0.0,-0.5489397131392906,-0.6587276557671486,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.00821917808219178,1937.0529041095888,0.22410958904109587,0.0,30.0,45.0,20.0,2.0,0.0,0,0,0.22410958904109587,0.223013698630137,0.22410958904109587,0.0010958904109588663,-0.3999999999999915,81.8,81.4,14.0,11.0,2.0,0.0,7451555.28,1024588.8510000001,2328611.025,0.35,0.28,0.0,5,42.0,0.08,235674.77,0.0023,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.238,0.0023,6,0,0.0478,0.0878,0.96,0.08,0.002,0.045,0.16666666666666666,0.45,0,0,1,1,1.0,0.2,0,0,0,0.0478,0.16666666666666666,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,3.45,3.1050000000000004,0.85,0.15,0.735,0.45,12.5,0,0.0,3339516,345.0,78.5,16.0,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,LOW,NONE,LOW,0,0,0,0,0,0,0,0
MPLADS-000859,1710029.23,2257374.3192796814,2278527.19,1791847.72,0.0,1.3324492646245585,0.9543384802811257,1.320079376233634,1.00937056408397,1.3324492646245585,0.0,0.0,568497.96,33.24492646245585,1.3324492646245585,0.9543384802811257,1.3324492646245585,1.3324492704724118,1.0000000043888,0.0,0.25,25.0,569631.8,4,569631.8,0.2716076062535046,0.43187007661872945,1.3324,0.0,-0.22935050583034472,-0.27522060699641365,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.010958904109589041,6242.540273972603,0.20767123287671233,0.15726027397260273,30.0,45.0,20.0,2.0,0.0,0,0,0.20767123287671233,0.364931506849315,0.20767123287671233,0.1572602739726027,57.39999999999999,75.8,133.2,14.0,11.0,2.0,0.0,13680233.84,1881032.1530000002,4275073.075,0.35,0.28,0.0,3,42.0,0.08,569631.8,0.0354,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.097,0.0354,4,0,0.0687,0.10869999999999999,0.96,0.08,0.002,0.045,0.25,0.45,0,0,1,1,0.6666666666666666,0.2,0,0,0,0.0687,0.25,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,8.407,7.5663,0.85,0.15,0.567,0.45,12.5,0,0.0,1310212,840.7,74.9,23.9,1.0,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,1,0,1,0,2,1,50.0,1,HIGH,COST,HIGH,1,0,0,0,0,1,0,1
MPLADS-000860,498385.8,365613.22781877697,369039.23,484575.3,129346.57,0.7404689900875988,1.0285002145177438,0.7335947930674931,1.00937056408397,0.7404689900875988,0.2595310099124012,0.3537797873771489,0.0,0.0,1.0,1.0285002145177438,0.7404689900875988,0.740469010152376,1.00000002709739,0.0,0.25,25.0,92259.81,4,92259.81,-0.23842748485116763,-0.7237452819814267,0.7405,0.0,-0.6861845358718565,-0.8234214430462278,0,0,1,365.0,600.0,235,0.6438356164383562,1,18.0,28.0,35.0,45.0,0.010958904109589041,615.0654,0.09333333333333334,0.03,30.0,45.0,20.0,2.0,0.0,1,235,0.09333333333333334,0.12333333333333334,0.09333333333333334,0.03,18.0,56.0,74.0,14.0,11.0,2.0,0.0,3987086.4,548224.38,1245964.5,0.35,0.28,0.0,2,42.0,0.08,92259.81,0.1806,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.386,0.1806,3,0,0.0658,0.1058,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,0.0658,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,14.525,13.0725,0.85,0.15,0.368,0.45,12.5,0,0.0,893431,1452.5,78.6,28.3,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,25.0,1,MEDIUM,TIMELINE,LOW,0,0,0,0,1,0,0,0
MPLADS-000861,1842162.12,1715556.6564114154,1731632.39,1818199.04,110529.73000000021,0.9399999984800468,1.013179569163121,0.9312734410212579,1.00937056408397,0.9399999984800468,0.060000001519953196,0.06442791008208684,0.0,0.0,1.0,1.013179569163121,0.9399999984800468,0.9400000039084508,1.000000005774898,0.0,0.3333333333333333,33.33333333333333,577210.8,3,577210.8,-0.04761120652665186,0.10089127829283646,0.94,0.0,-0.22209757690654125,-0.2665170922878495,0,0,1,365.0,365.0,0,0.0,0,18.0,28.0,35.0,45.0,0.00821917808219178,4744.198356164384,0.09863013698630137,0.1589041095890411,30.0,45.0,20.0,2.0,0.0,0,0,0.09863013698630137,0.25753424657534246,0.09863013698630137,0.1589041095890411,58.0,36.0,94.0,14.0,11.0,2.0,0.0,14737296.96,2026378.3320000004,4605405.300000001,0.35,0.28,0.0,2,42.0,0.08,577210.8,0.1179,2.0,4.0,3.0,0.25,0.4,3.0,0.3,0.45,0.5,0.4,2.0,0.32,0.08,0.028,0.1179,3,0,-0.0315,0.0085,0.96,0.08,0.002,0.045,0.3333333333333333,0.45,0,0,1,1,0.5,0.2,0,0,0,-0.0315,0.3333333333333333,21.0,0.0,0.25,2.0,12.0,35.0,1.0,1.0,3.0,6.0,1.8,4.2,3.6319999999999997,3.2687999999999997,0.85,0.15,0.715,0.45,12.5,0,0.0,1828923,363.2,62.5,31.1,1.0,0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,1.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,25.0,1,CRITICAL,PROGRESS,URGENT,1,0,0,0,0,1,0,0
